number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
904, wring-jp_do dry-kr_shadow wash_do bleach_do-not,"[10, 0, 23, 3]","['폴리우레탄', '면']", 폴리우레탄_5%|면_95%,캐주얼상의,3,0,후드,"[['#272f38', 0.7692068], ['#bebdbd', 0.049455676], ['#81839a', 0.037013996], ['#717388', 0.016485225], ['#505d7e', 0.054121308]]",['레터링'],['합성섬유'],"['집업', '포켓']",12,0,3,8,3,-1,0,2,39,47,56,dark,idk,dark,"[10, 0, 23, 3]","['폴리우레탄', '면']","[2, 1]"
906, dry-clean_do-not hand-wash-jp wring-jp_do-not wash_do bleach_do-not iron_do-not tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 9, 16, 23, 3, 21, 5, 0, 7]","['폴리에스터', '폴리에스터', '폴리우레탄', '면', '면', '폴리우레탄']", 폴리에스터_2%|Polyester_2%|Polyurethane_5%|면_93%|Cotton_93%|폴리우레탄_5%,팬츠,0,0,레깅스,"[['#bebdbd', 0.98751706], ['#272f38', 0.012482956]]",['무지'],['면'],['스티치'],3,0,1,6,0,-1,0,2,190,189,189,light,white,light,"[17, 9, 16, 23, 3, 21, 5, 0, 7]","['폴리에스터', '폴리에스터', '폴리우레탄', '면', '면', '폴리우레탄']","[0, 0, 2, 1, 1, 2]"
912, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#e04951', 0.89426357], ['#ad3e48', 0.07255814], ['#7b3539', 0.020155039], ['#953640', 0.013023255]]",['무지'],['합성섬유'],"['후드', '집업', '포켓']",4,0,4,7,0,-1,0,2,224,73,81,dark,dark,dark,"[6, 9, 3, 10, 0]",['폴리에스터'],[0]
915, iron_do-with-cloth wash_do bleach_do-not wring-jp_do dry-kr_shadow,"[6, 23, 3, 10, 0]",['나일론'], 나이론_100%,캐주얼상의,0,0,후드,"[['#d86d39', 0.82792664], ['#c3babf', 0.06600846], ['#ab4f41', 0.042595204], ['#ce8477', 0.03892807], ['#5c2c35', 0.014104372]]",['그래픽'],['면'],['후드'],4,0,4,7,0,-1,0,2,216,109,57,light,dark,dark,"[6, 23, 3, 10, 0]",['나일론'],[4]
917, hand-wash-jp bleach_do iron_do tumble-dry_do bleach-jp_do-not dry-jp_normal,"[9, 18, 1, 19, 13, 29]","['깃털', '폴리에스터', '솜털', '면']", FEATHER_20%|POLYESTER_100%|DOWN_80%|COTTON_100%,팬츠,1,1,배기팬츠,"[['#bc2b3d', 0.8755611], ['#8c373e', 0.044389028], ['#35435a', 0.058852866], ['#5c2c35', 0.021197008]]",['무지'],['저지'],['포켓'],5,0,5,0,1,-1,1,-1,188,43,61,dark,idk,dark,"[9, 18, 1, 19, 13, 29]","['깃털', '폴리에스터', '솜털', '면']","[5, 0, 3, 1]"
919, iron_do-with-cloth dry-kr_normal hand-wash-jp wash_do bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 20, 9, 23, 3, 10, 0, 7]","['폴리우레탄', '면', '폴리에스터', '면']", 폴리우레탄_5%|면_100%|폴리에스터_100%|면_95%,캐주얼상의,0,0,티셔츠,"[['#2d3036', 0.48392525], ['#c87629', 0.2805925], ['#c86733', 0.09729002], ['#6e403c', 0.047298435], ['#9f5130', 0.03686248]]",['스트라이프'],['저지'],['null'],4,0,4,7,0,-1,0,2,45,48,54,dark,dark,dark,"[6, 20, 9, 23, 3, 10, 0, 7]","['폴리우레탄', '면', '폴리에스터', '면']","[2, 1, 0, 1]"
920, bleach_do-not wash-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[3, 4, 21, 0, 7]","['폴리우레탄', '나일론', '아크릴', '레이온', '폴리우레탄', '폴리에스터']", 폴리우레탄_5%|나일론_90%|아크릴_27%|레이온_33%|폴리우레탄_10%|폴리에스터_35%,패딩,2,0,패딩,"[['#98a0a5', 0.9727127], ['#2f3441', 0.02728732]]",['무지'],['합성섬유'],"['후드', '포켓', '포켓']",7,4,4,7,2,0,0,2,152,160,165,light,dark,dark,"[3, 4, 21, 0, 7]","['폴리우레탄', '나일론', '아크릴', '레이온', '폴리우레탄', '폴리에스터']","[2, 4, 10, 8, 2, 0]"
921, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do,"[17, 18, 23, 1, 19]","['면', '폴리에스터']", cotton_60%|polyester_40%,베스트,0,0,패딩조끼,"[['#b7b59f', 0.4461715], ['#643a4c', 0.3047522], ['#233658', 0.08790929], ['#bebdbd', 0.04866862], ['#625b5c', 0.014778953]]",['무지'],['합성섬유'],"['포켓', '퀼팅', '포켓']",4,0,1,6,0,-1,0,2,183,181,159,light,dark,dark,"[17, 18, 23, 1, 19]","['면', '폴리에스터']","[1, 0]"
923, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]",['폴리에스터'], POLY_100%,재킷,1,1,바람막이,"[['#4960a8', 0.4936915], ['#405d73', 0.14000814], ['#203c7f', 0.022792023], ['#98a0a5', 0.24908425], ['#dc343b', 0.054131053]]",['레터링'],['합성섬유'],"['포켓', '후드', '포켓']",5,0,5,13,1,-1,1,4,73,96,168,dark,idk,dark,"[6, 2, 9, 3, 0]",['폴리에스터'],[0]
924, dry-kr_shadow wash_do iron_do-not bleach_do-not,"[0, 23, 21, 3]","['나일론', '폴리에스터']", Nylon_100%|Polyester_100%,패딩,1,1,패딩,"[['#363838', 1.0]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '단추']",5,0,5,0,1,-1,1,-1,54,56,56,dark,idk,dark,"[0, 23, 21, 3]","['나일론', '폴리에스터']","[4, 0]"
925, dry-clean-kr_do bleach_do-not wash-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[2, 3, 4, 21, 0, 8]","['나일론', '깃털', '폴리에스터', '솜털', '아크릴', '폴리에스터']", 나일론_100%|오리깃털_40%|폴리에스터_100%|오리솜털_60%|아크릴_80%|폴리에스터_20%,패딩,1,1,패딩,"[['#32575d', 0.8047176], ['#bebdbd', 0.11136312], ['#92949b', 0.01315491], ['#26262a', 0.054434113], ['#5c6d7c', 0.016330233]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '후드']",5,0,5,0,1,-1,1,-1,50,87,93,dark,idk,dark,"[2, 3, 4, 21, 0, 8]","['나일론', '깃털', '폴리에스터', '솜털', '아크릴', '폴리에스터']","[4, 5, 0, 3, 10, 0]"
926, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['폴리에스터'], 폴리에스터_100%,패딩,1,0,패딩,"[['#274357', 0.8854246], ['#b0b7be', 0.048415717], ['#2a2b2d', 0.043092523], ['#5c798e', 0.023067174]]",['무지'],['합성섬유'],"['패딩', '집업', '포켓']",5,0,1,5,1,-1,0,1,39,67,87,dark,idk,dark,"[6, 9, 3, 10, 0]",['폴리에스터'],[0]
927, wring-jp_do dry-kr_shadow wash-jp_do bleach_do-not,"[10, 0, 4, 3]",['폴리에스터'], 폴리에스터_100%,재킷,1,1,재킷,"[['#98a0a5', 0.49811795], ['#58646d', 0.444793], ['#26262a', 0.057089083]]",['카무플라쥬'],['합성섬유'],['집업'],5,0,5,0,1,-1,1,-1,152,160,165,light,idk,light,"[10, 0, 4, 3]",['폴리에스터'],[0]
928, dry-clean_do-not hand-wash-jp bleach_do-not hand-wash dry_shadow iron_do-not tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['폴리에스터', '나일론', '나일론', '폴리에스터', '면', '면', '나일론', '나일론']", POLYESTER_100%|나일론_100%|나일론_39%|폴리에스터_100%|면_61%|COTTON_61%|NYLON_100%|NYLON_39%,패딩,1,1,패딩,"[['#cc4385', 0.8632504], ['#a83e6c', 0.04568082], ['#80304c', 0.026061494], ['#692746', 0.022254758], ['#26262a', 0.042752564]]",['무지'],['합성섬유'],"['포켓', '후드']",5,0,5,0,1,-1,1,-1,204,67,133,dark,idk,dark,"[17, 9, 3, 25, 14, 21, 5, 0, 7]","['폴리에스터', '나일론', '나일론', '폴리에스터', '면', '면', '나일론', '나일론']","[0, 4, 4, 0, 1, 1, 4, 4]"
929, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['면', '솜털', '깃털', '나일론', '폴리에스터', '모피']", 면_64%|오리솜털_70%|오리깃털_30%|나일론_36%|폴리에스터_100%|라쿤_100%,패딩,1,4,패딩,"[['#98a0a5', 0.8828482], ['#4e545b', 0.0935771], ['#191919', 0.023574693]]",['무지'],['합성섬유'],"['후드', '퀼팅', '집업']",5,0,13,5,1,-1,4,1,152,160,165,light,idk,light,"[6, 2, 27, 3, 0]","['면', '솜털', '깃털', '나일론', '폴리에스터', '모피']","[1, 3, 5, 4, 0, 9]"
931, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow,"[9, 16, 3, 21, 0]","['나일론', '폴리에스터', '솜털', '깃털', '모피']", 나일론_100%|폴리에스터_100%|거위솜털_60%|거위깃털_40%|라쿤_100%,패딩,1,1,패딩,"[['#c6a4a4', 0.6589437], ['#a4596d', 0.18983558], ['#a4777e', 0.11260588], ['#996378', 0.02690583], ['#5d3c43', 0.011709019]]",['그래픽'],['합성섬유'],['퀼팅'],5,0,5,0,1,-1,1,-1,198,164,164,light,idk,light,"[9, 16, 3, 21, 0]","['나일론', '폴리에스터', '솜털', '깃털', '모피']","[4, 0, 3, 5, 9]"
932, dry-kr_shadow iron_do-not hand-wash-jp bleach_do-not,"[0, 21, 9, 3]","['솜털', '깃털', '폴리에스터']", 오리솜털_70%|오리깃털_30%|폴리에스터_100%,패딩,1,1,패딩,"[['#61845b', 0.944968], ['#292a2d', 0.037693176], ['#7e9285', 0.01733886]]",['무지'],['합성섬유'],"['퀼팅', '후드', '단추']",5,0,5,0,1,-1,1,-1,97,132,91,dark,idk,dark,"[0, 21, 9, 3]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
933, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 0, 7]",['폴리에스터'], 폴리에스터_100%,재킷,1,1,바람막이,"[['#d15837', 0.94158643], ['#b5332e', 0.037504148], ['#913832', 0.020909393]]",['무지'],['합성섬유'],"['퀼팅', '후드', '포켓']",5,0,5,0,1,-1,1,-1,209,88,55,dark,idk,dark,"[6, 9, 3, 10, 0, 7]",['폴리에스터'],[0]
934, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not wring-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 2, 9, 3, 10, 5, 0, 8]","['솜털', '깃털', '폴리에스터']", 오리솜털_70%|오리깃털_30%|폴리에스터_100%,패딩,1,1,패딩,"[['#d56231', 0.5155291], ['#d15837', 0.4154733], ['#913832', 0.018411754], ['#64242e', 0.010228752], ['#b5332e', 0.020457504]]",['무지'],['합성섬유'],"['후드', '집업']",5,0,5,0,1,-1,1,-1,213,98,49,dark,idk,dark,"[6, 2, 9, 3, 10, 5, 0, 8]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
936, iron_do-with-cloth dry-kr_normal dry-clean-kr_do hand-wash-jp wash_do bleach_do-not iron_do-not dry-kr_shadow flame-warn-kr,"[6, 20, 2, 9, 23, 3, 21, 0, 8]",['폴리에스터'], 폴리에스터_100%,패딩,0,1,패딩,"[['#3e4f5c', 0.795909], ['#232f36', 0.20409101]]",['무지'],['합성섬유'],"['퀼팅', '집업', '포켓']",4,0,5,0,0,-1,1,-1,62,79,92,dark,dark,dark,"[6, 20, 2, 9, 23, 3, 21, 0, 8]",['폴리에스터'],[0]
937, hand-wash-jp bleach_do-not wring-jp_do iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 3, 10, 21, 0, 7]","['깃털', '솜털', '나일론', '폴리에스터']", 깃털_20%|솜털_80%|나일론_100%|폴리에스터_100%,패딩,1,1,패딩,"[['#cda323', 0.6671536], ['#ab6819', 0.17654423], ['#56352d', 0.031719532], ['#864c24', 0.023580968], ['#754734', 0.023163605]]",['레터링'],['합성섬유'],"['퀼팅', '집업', '포켓', '집업']",5,0,5,0,1,-1,1,-1,205,163,35,light,idk,light,"[9, 3, 10, 21, 0, 7]","['깃털', '솜털', '나일론', '폴리에스터']","[5, 3, 4, 0]"
939, bleach_do-not wring-jp_do wash-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[3, 10, 4, 21, 0, 8]","['나일론', '폴리에스터', '나일론', '폴리에스터', '솜털', '폴리우레탄', '깃털']", 나일론_100%|폴리에스터_32%|나일론_60%|폴리에스터_100%|오리솜털_90%|폴리우레탄_8%|오리깃털_10%,패딩,1,1,패딩,"[['#0072b5', 0.771597], ['#2a4b7c', 0.08664445], ['#59728e', 0.02435273], ['#618bb9', 0.021789284], ['#2a2b2d', 0.052806973]]",['무지'],['합성섬유'],"['후드', '퀼팅', '스트랩', '포켓']",5,0,5,0,1,-1,1,-1,0,114,181,dark,idk,dark,"[3, 10, 4, 21, 0, 8]","['나일론', '폴리에스터', '나일론', '폴리에스터', '솜털', '폴리우레탄', '깃털']","[4, 0, 4, 0, 3, 2, 5]"
940, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 16, 3, 21, 0, 7]","['나일론', '솜털', '나일론', '폴리에스터', '폴리에스터', '폴리에스터', '깃털', '아크릴']", 나일론_100%|거위솜털_80%|나일론_54%|폴리에스터_100%|폴리에스터_46%|폴리에스터_12%|거위깃털_20%|아크릴_88%,팬츠,1,1,스키팬츠,"[['#725671', 0.9225875], ['#292a2d', 0.04559915], ['#66676d', 0.03181336]]",['무지'],['합성섬유'],"['퀼팅', '후드', '포켓', '집업']",5,0,5,0,1,-1,1,-1,114,86,113,dark,idk,dark,"[9, 16, 3, 21, 0, 7]","['나일론', '솜털', '나일론', '폴리에스터', '폴리에스터', '폴리에스터', '깃털', '아크릴']","[4, 3, 4, 0, 0, 0, 5, 10]"
941, iron_do-with-cloth hand-wash-jp bleach_do-not dry-clean-kr_do-not tumble-dry_do-not flame-warn-kr,"[6, 9, 3, 7, 5, 8]","['솜털', '깃털', '나일론', '폴리에스터']", 오리솜털_80%|오리깃털_20%|나일론_100%|폴리에스터_100%,패딩,1,1,패딩,"[['#006ca9', 0.6897975], ['#2d3036', 0.31020248]]",['무지'],['합성섬유'],"['후드', '퀼팅', '집업', '포켓']",5,0,5,0,1,-1,1,-1,0,108,169,dark,idk,dark,"[6, 9, 3, 7, 5, 8]","['솜털', '깃털', '나일론', '폴리에스터']","[3, 5, 4, 0]"
942, hand-wash-jp wring-jp_do-not bleach_do-not iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 16, 3, 21, 0, 7]","['깃털', '나일론', '솜털']", 거위깃털_20%|나일론_100%|거위솜털_80%,재킷,1,1,바람막이,"[['#195190', 0.95997334], ['#232f36', 0.040026683]]",['무지'],['합성섬유'],['null'],5,0,5,0,1,-1,1,-1,25,81,144,dark,idk,dark,"[9, 16, 3, 21, 0, 7]","['깃털', '나일론', '솜털']","[5, 4, 3]"
943, bleach_do-not wring-jp_do wash-jp_do iron_do-not dry-clean-kr_do-not,"[3, 10, 4, 21, 7]","['나일론', '깃털', '폴리에스터', '나일론', '폴리에스터', '솜털', '폴리우레탄']", 나일론_100%|거위깃털_10%|폴리에스터_100%|나일론_61%|폴리에스터_24%|거위솜털_90%|폴리우레탄_15%,셔츠,1,1,셔츠,"[['#bbbcbc', 0.9833582], ['#585e6f', 0.016641775]]",['무지'],['면'],"['단추', '포켓']",5,0,5,0,1,-1,1,-1,187,188,188,light,idk,light,"[3, 10, 4, 21, 7]","['나일론', '깃털', '폴리에스터', '나일론', '폴리에스터', '솜털', '폴리우레탄']","[4, 5, 0, 4, 0, 3, 2]"
944, iron_do-with-cloth hand-wash-jp bleach_do-not dry-clean-kr_do-not wring-jp_do dry-kr_shadow flame-warn-kr,"[6, 9, 3, 7, 10, 0, 8]","['나일론', '폴리에스터']", 나일론_100%|폴리에스터_100%,팬츠,0,0,스키팬츠,"[['#bbbcbc', 0.9786368], ['#677283', 0.021363175]]",['무지'],['면'],['null'],2,0,2,0,0,-1,0,-1,187,188,188,light,dark,dark,"[6, 9, 3, 7, 10, 0, 8]","['나일론', '폴리에스터']","[4, 0]"
945, hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[9, 3, 10, 0, 7]","['폴리에스터', '면']", 폴리에스터_40%|면_60%,셔츠,5,5,셔츠,"[['#bbbcbc', 0.9763012], ['#677283', 0.023698783]]",['무지'],['합성섬유'],['단추'],14,0,14,3,5,-1,5,0,187,188,188,light,white,light,"[9, 3, 10, 0, 7]","['폴리에스터', '면']","[0, 1]"
946, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,셔츠,5,5,셔츠,"[['#aeb2b5', 0.9784902], ['#41424a', 0.021509824]]",['무지'],['합성섬유'],['단추'],14,0,14,3,5,-1,5,0,174,178,181,light,white,light,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']","[0, 1]"
947, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,재킷,5,5,바람막이,"[['#b0b7be', 0.94981146], ['#7f8793', 0.033362344], ['#4e545b', 0.016826225]]",['무지'],['합성섬유'],['단추'],14,0,14,3,5,-1,5,0,176,183,190,light,white,light,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']","[0, 1]"
949, iron_do-with-cloth hand-wash-jp bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 9, 3, 5, 0]","['면', '폴리우레탄']", 면_97%|폴리우레탄_3%,셔츠,5,5,셔츠,"[['#b0b7be', 0.9585831], ['#585e6f', 0.023705723], ['#5487a4', 0.017711172]]",['무지'],['합성섬유'],"['포켓', '단추']",14,0,14,3,5,-1,5,0,176,183,190,light,white,light,"[6, 9, 3, 5, 0]","['면', '폴리우레탄']","[1, 2]"
950, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['마', '면']", 마_30%|면_70%,셔츠,5,5,셔츠,"[['#babcc0', 0.96097654], ['#677283', 0.028450595], ['#41424a', 0.010572856]]",['무지'],['면'],['단추'],14,0,14,3,5,-1,5,0,186,188,192,light,white,light,"[6, 9, 3, 10, 0]","['마', '면']","[7, 1]"
957, iron_do hand-wash-jp bleach_do-not,"[1, 9, 3]",['폴리에스터'], 폴리에스터_100%,셔츠,5,5,셔츠,"[['#b0b7be', 0.98036784], ['#677283', 0.019632155]]",['무지'],['면'],"['단추', '포켓']",14,0,14,3,5,-1,5,0,176,183,190,light,white,light,"[1, 9, 3]",['폴리에스터'],[0]
958, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 2, 9, 3, 0]","['폴리에스터', '면']", 폴리에스테르_50%|면_50%,셔츠,5,5,셔츠,"[['#a3b4c4', 0.97947574], ['#4e545b', 0.020524284]]",['무지'],['면'],"['단추', '포켓']",14,0,14,3,5,-1,5,0,163,180,196,light,white,light,"[6, 2, 9, 3, 0]","['폴리에스터', '면']","[0, 1]"
959, iron_do-with-cloth bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 3, 4, 5, 0]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,셔츠,5,5,셔츠,"[['#b1aab3', 0.97414494], ['#4e5055', 0.02585505]]",['스트라이프'],['면'],['단추'],14,0,14,3,5,-1,5,0,177,170,179,light,white,light,"[6, 3, 4, 5, 0]","['폴리에스터', '면']","[0, 1]"
960, iron_do-with-cloth dry-clean-kr_do hand-wash-jp bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,셔츠,5,5,셔츠,"[['#babcc0', 0.95208764], ['#767275', 0.034223136], ['#4e5055', 0.0136892535]]",['무지'],['합성섬유'],['집업'],14,0,14,3,5,-1,5,0,186,188,192,light,white,light,"[6, 2, 9, 3, 5, 0]","['폴리에스터', '면']","[0, 1]"
963, wring-jp_do-not iron_do dry-clean-kr_do bleach_do-not,"[16, 1, 2, 3]","['폴리에스터', '레이온']", POLYESTER_30%|VISCOSE_70%,unknown,3,0,,['null'],['null'],['null'],['null'],11,0,3,8,3,-1,0,2,-1,-1,-1,,white,light,"[16, 1, 2, 3]","['폴리에스터', '레이온']","[0, 8]"
964, iron_do-with-cloth bleach_do-not wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 4, 0, 7]",['면'], 면_100%,니트웨어,5,5,스웨터,"[['#babcc0', 0.94210523], ['#92949b', 0.037894737], ['#626879', 0.02]]",['무지'],['니트'],"['단추', '슬릿']",14,0,14,3,5,-1,5,0,186,188,192,light,white,light,"[6, 3, 4, 0, 7]",['면'],[1]
967, iron_do-with-cloth dry-kr_shadow wring-jp_do flame-warn-kr,"[6, 0, 10, 8]","['면', '폴리에스터']", 면_0%|폴리에스터_0%,셔츠,5,5,셔츠,"[['#b0b7be', 0.9652344], ['#677283', 0.034765624]]",['무지'],['면'],['단추'],14,0,14,3,5,-1,5,0,176,183,190,light,white,light,"[6, 0, 10, 8]","['면', '폴리에스터']","[1, 0]"
968, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do,"[17, 18, 23, 1, 19]","['면', '폴리우레탄', '면', '폴리우레탄']", 면_97%|엘라스탄_3%|COTTON_97%|ELASTANE_3%,팬츠,5,5,레깅스,"[['#bbbcbc', 1.0]]",['무지'],['스판덱스'],['null'],14,0,14,3,5,-1,5,0,187,188,188,light,white,light,"[17, 18, 23, 1, 19]","['면', '폴리우레탄', '면', '폴리우레탄']","[1, 2, 1, 2]"
970, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do dry-kr_shadow,"[6, 2, 3, 4, 0]","['폴리에스터', '레이온']", 폴리에스터_24%|레이온_76%,캐주얼상의,3,0,티셔츠,"[['#748995', 0.98678994], ['#4e545b', 0.01321004]]",['레터링'],['면'],['null'],11,0,3,8,3,-1,0,2,116,137,149,light,white,light,"[6, 2, 3, 4, 0]","['폴리에스터', '레이온']","[0, 8]"
972, dry-kr_normal hand-wash-jp bleach_do-not wring-jp_do iron_do-not,"[20, 9, 3, 10, 21]","['폴리에스터', '폴리우레탄']", 폴리에스터_95%|폴리우레탄_5%,캐주얼상의,0,0,티셔츠,"[['#81839a', 0.9452362], ['#2a2b2d', 0.054763813]]",['체크'],['합성섬유'],['null'],1,6,1,6,0,2,0,2,129,131,154,light,dark,dark,"[20, 9, 3, 10, 21]","['폴리에스터', '폴리우레탄']","[0, 2]"
973, iron_do-with-cloth dry-kr_shadow dry-clean-kr_do-not hand-wash-jp,"[6, 0, 7, 9]",['동물가죽'], 스웨이드_100%,팬츠,2,2,배기팬츠,"[['#b3ada7', 0.9472801], ['#66676d', 0.022794016], ['#5f5e62', 0.0134246955], ['#26262a', 0.016501188]]",['무지'],['면'],"['포켓', '단추']",7,0,7,0,2,-1,2,-1,179,173,167,light,dark,dark,"[6, 0, 7, 9]",['동물가죽'],[12]
975, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not flame-warn-kr,"[6, 9, 16, 3, 8]","['폴리우레탄', '폴리에스터']", 폴리우레탄_22%|폴리에스터_78%,캐주얼상의,2,0,티셔츠,"[['#bebdbd', 0.53077346], ['#bba5a0', 0.46922654]]",['스트라이프'],['면'],['포켓'],6,0,2,0,2,-1,0,-1,190,189,189,light,dark,dark,"[6, 9, 16, 3, 8]","['폴리우레탄', '폴리에스터']","[2, 0]"
977, dry-clean_do wash_do iron_do dry_normal bleach_do-not bleach-jp_do-not wash-jp_do dry-jp_normal tumble-dry_do-not,"[11, 23, 1, 28, 3, 13, 4, 29, 5]","['폴리에스터', '면']", POLY_3%|COTTON_97%,팬츠,0,0,레깅스,"[['#bbbcbc', 0.9024331], ['#748995', 0.09756691]]",['무지'],['합성섬유'],['null'],1,9,1,6,0,3,0,2,187,188,188,light,dark,dark,"[11, 23, 1, 28, 3, 13, 4, 29, 5]","['폴리에스터', '면']","[0, 1]"
979, iron_do-with-cloth dry-clean-kr_do iron_do wash_do-not dry-kr_shadow,"[6, 2, 1, 27, 0]",['폴리에스터'], 폴리에스터_100%,점프수트,3,2,점프수트,"[['#c7b63c', 0.42660046], ['#bebdbd', 0.20106696], ['#98878c', 0.01655629], ['#a98b2d', 0.14054452], ['#ccb97e', 0.046909492]]",['그래픽'],['합성섬유'],['null'],12,0,7,10,3,-1,2,3,199,182,60,light,idk,light,"[6, 2, 1, 27, 0]",['폴리에스터'],[0]
982, iron_do-with-cloth bleach_do-not dry-clean-kr_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow flame-warn-kr,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'], 폴리에스터_100%,코트,2,0,모피코트,"[['#bca949', 0.6545161], ['#282b34', 0.07290322], ['#c25a3c', 0.052258063], ['#3c824e', 0.031935483], ['#92af88', 0.02]]",['그래픽'],['퍼'],['null'],6,0,1,0,2,-1,0,-1,188,169,73,light,dark,dark,"[6, 3, 7, 4, 5, 0, 8]",['폴리에스터'],[0]
987, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['레이온', '폴리에스터']", 레이온_70%|폴리에스텔_30%,캐주얼상의,2,2,티셔츠,"[['#bc2b3d', 0.9741771], ['#782a39', 0.025822876]]",['무지'],['면'],['null'],7,0,7,10,2,-1,2,3,188,43,61,dark,dark,dark,"[6, 0, 9, 3]","['레이온', '폴리에스터']","[8, 0]"
